,Auctions,Average unique bidders
1883,45bf4,3.6666666666666665
1884,det7p,9.0
1885,zt1f3,0.3333333333333333
1886,azwed,9.333333333333334
1887,5s2kw,1.3333333333333333
1888,wsbo4,9.666666666666666
1889,l00rv,1.6666666666666667
1890,njd4n,1.0
1891,fh0v1,1.3333333333333333
1892,day7v,0.3333333333333333
1893,7ez2v,2.0
1894,9ol7f,1.6666666666666667
1895,4808b,2.0
1896,auu2x,7.0
1897,rsvsf,19.666666666666668
1898,a8ulk,17.666666666666668
1899,wpaup,41.333333333333336
1900,rbxi3,10.333333333333334
1901,7oz42,0.3333333333333333
1902,hfcdw,0.6666666666666666
1903,jz810,18.333333333333332
1904,j955h,10.666666666666666
1905,1lt7r,3.3333333333333335
1906,qt9mx,4.666666666666667
1907,kb0dd,9.666666666666666
1908,1ugtl,1.3333333333333333
1909,uuaow,1.6666666666666667
1910,3xup7,3.0
1911,hxw2i,0.6666666666666666
1912,zmrzi,3.0
1913,ynjn1,4.333333333333333
1914,0wrpn,1.3333333333333333
1915,i550b,8.333333333333334
1916,j87yk,28.666666666666668
1917,bdud4,5.0
1918,dzxi6,1.6666666666666667
1919,r00oy,0.3333333333333333
1920,6uo6q,1.0
1921,6yliv,16.0
1922,24zpx,0.6666666666666666
1923,e706s,0.3333333333333333
1924,5v1yy,0.6666666666666666
1925,vbnm2,0.3333333333333333
1926,671xp,4.0
1927,yc90u,0.3333333333333333
1928,qs8iz,0.3333333333333333
1929,bf5yi,4.0
1930,t9z44,8.0
1931,iwjnk,15.666666666666666
1932,hlbz4,1.0
1933,zfq9e,0.6666666666666666
1934,8o4qz,1.0
1935,7j1on,1.0
1936,1lbhu,6.666666666666667
1937,3rvc9,1.3333333333333333
1938,co1ft,15.333333333333334
1939,y28co,11.0
1940,ajy3t,0.3333333333333333
1941,sla8l,1.6666666666666667
1942,4mydy,6.333333333333333
1943,7sgaz,0.3333333333333333
1944,j2ivs,1.6666666666666667
1945,w9nah,4.0
1946,37jx0,31.666666666666668
1947,apf71,1.3333333333333333
1948,jecwi,1.0
1949,166wh,78.0
1950,os14r,5.333333333333333
1951,fy09u,63.333333333333336
1952,ubf0h,4.0
1953,dxnt1,5.666666666666667
1954,6txma,48.0
1955,d4wwm,6.666666666666667
1956,monka,9.333333333333334
1957,oovpg,1.0
1958,1akz8,4.0
1959,ykt7g,11.333333333333334
1960,g2eas,0.3333333333333333
1961,pkgbx,2.3333333333333335
1962,mb4la,15.333333333333334
1963,lr9ih,0.3333333333333333
1964,s4h1v,0.3333333333333333
1965,87urw,105.0
1966,207ui,0.6666666666666666
1967,v6iki,3.3333333333333335
1968,9fdke,0.3333333333333333
1969,2x922,0.6666666666666666
1970,3rr3y,4.0
1971,gcdl9,0.3333333333333333
1972,zuimk,0.3333333333333333
1973,g5wr4,6.666666666666667
1974,j60kn,8.666666666666666
1975,1pivz,1.0
1976,ssad2,0.3333333333333333
1977,e9smp,2.0
1978,pew2i,3.0
1979,48dnf,15.333333333333334
1980,70tgo,2.6666666666666665
1981,3pfb1,2.3333333333333335
1982,aghzc,0.3333333333333333
1983,6kyth,10.666666666666666
1984,1i42r,0.6666666666666666
1985,1cy3p,10.666666666666666
1986,hdj2q,6.666666666666667
1987,zrudc,7.666666666666667
1988,2ig9b,17.0
1989,seffm,16.0
1990,tpb7p,6.333333333333333
1991,a0r33,1.0
1992,ocxfd,3.3333333333333335
1993,2xfim,0.3333333333333333
1994,klnv5,3.0
1995,mn4xh,2.0
1996,qq2ni,4.0
1997,rkqs3,2.6666666666666665
1998,7sijs,40.666666666666664
1999,ihcal,0.3333333333333333
2000,tfgd2,8.333333333333334
2001,siwl0,2.6666666666666665
2002,4ht1h,10.0
2003,xjlsw,1.6666666666666667
2004,5qf5d,53.0
2005,impib,0.6666666666666666
2006,jtsfz,10.333333333333334
2007,xrtlu,1.6666666666666667
2008,s4bjy,16.333333333333332
2009,61fg3,62.666666666666664
2010,7vamn,0.3333333333333333
2011,crhx3,2.3333333333333335
2012,v7cei,16.0
2013,kc1y2,33.0
2014,wart1,18.333333333333332
2015,utfvz,0.3333333333333333
2016,eeqnn,0.6666666666666666
2017,feuyx,17.666666666666668
2018,zfto2,6.333333333333333
2019,dxbat,5.333333333333333
2020,atbud,0.3333333333333333
2021,d3wh1,5.0
2022,ffhir,2.6666666666666665
2023,n73k7,0.3333333333333333
2024,empxt,0.3333333333333333
2025,pddmi,2.0
2026,avc82,4.333333333333333
2027,8qxke,0.3333333333333333
2028,gzta5,11.0
2029,dlxsu,35.333333333333336
2030,0o7lw,1.6666666666666667
2031,nog51,0.3333333333333333
2032,epfro,34.0
2033,zr8ac,10.0
2034,3cb30,0.3333333333333333
2035,qmz92,0.6666666666666666
2036,x9e41,13.333333333333334
2037,jumzu,2.0
2038,h92gd,43.666666666666664
2039,xxgl2,0.3333333333333333
2040,pmn3l,6.666666666666667
2041,9g8zb,1.0
2042,blkjh,9.0
2043,zo1p3,81.66666666666667
2044,nnciv,17.0
2045,m3tqt,1.0
2046,ms83z,0.3333333333333333
2047,l435t,25.666666666666668
2048,76rpm,1.6666666666666667
2049,fidoa,36.0
2050,82een,9.333333333333334
2051,g26sr,90.33333333333333
2052,f2qdr,3.6666666666666665
2053,0k85j,1.0
2054,nnjps,6.0
2055,bm1z2,4.0
2056,1c9f8,0.3333333333333333
2057,rdmzr,1.3333333333333333
2058,ui37a,1.0
2059,7ammc,23.0
2060,nlj4a,10.333333333333334
2061,atqd3,73.33333333333333
2062,yhl1m,17.333333333333332
2063,5suvg,13.0
2064,7vhqe,0.3333333333333333
2065,tvu7k,11.0
2066,cf3yx,12.666666666666666
2067,br7p2,10.666666666666666
2068,qzmus,12.666666666666666
2069,nnu6z,4.0
2070,poj7e,5.333333333333333
2071,k8cn3,11.0
2072,zsy6r,17.0
2073,m3sk2,30.0
2074,6vblu,8.666666666666666
2075,a7ngj,1.0
2076,olhwu,3.6666666666666665
2077,bjh9m,1.3333333333333333
2078,4aorg,1.3333333333333333
2079,xq4ea,0.6666666666666666
2080,rf412,0.6666666666666666
2081,c6xyw,0.3333333333333333
2082,3em4d,8.666666666666666
2083,55sgd,5.333333333333333
2084,73p70,1.3333333333333333
2085,yhmfd,0.6666666666666666
2086,imkmt,1.3333333333333333
2087,56ssl,1.0
2088,33j0n,9.666666666666666
2089,odhs3,14.0
2090,8wapy,3.0
2091,opfoo,4.0
2092,62cjr,2.6666666666666665
2093,ep2gq,19.0
2094,c8jpq,2.3333333333333335
2095,id1wl,0.3333333333333333
2096,i1yeq,9.0
2097,dyqep,5.666666666666667
2098,hcg5z,0.3333333333333333
2099,jpcc7,2.0
2100,0lm5o,0.3333333333333333
2101,tr4fl,2.6666666666666665
2102,ysdfv,28.666666666666668
2103,rk08c,7.666666666666667
2104,o4oi7,3.6666666666666665
2105,bovog,9.666666666666666
2106,jylyl,7.0
2107,shz3v,0.6666666666666666
2108,zap0t,4.666666666666667
2109,x4bgz,38.666666666666664
2110,k0f32,0.6666666666666666
2111,00mip,0.3333333333333333
2112,xu00j,9.333333333333334
2113,xlbzy,5.0
2114,nyasr,26.333333333333332
2115,8o1lg,1.3333333333333333
2116,ykf3o,1.3333333333333333
2117,cx9gv,8.333333333333334
2118,3yjw5,4.333333333333333
2119,dpok9,1.0
2120,han7r,1.3333333333333333
2121,6f3t4,27.333333333333332
2122,bvk3x,32.666666666666664
2123,gsbto,1.3333333333333333
2124,ks4oc,21.0
2125,33lzi,7.0
2126,un9ib,3.6666666666666665
2127,fk8k4,2.6666666666666665
2128,evrk8,2.3333333333333335
2129,7u2pd,3.3333333333333335
2130,kpomm,2.3333333333333335
2131,tpqcc,15.666666666666666
2132,hfnbx,1.3333333333333333
2133,adv46,5.333333333333333
2134,id8zp,9.666666666666666
2135,bt079,2.0
2136,kik5h,0.6666666666666666
2137,pyhid,1.3333333333333333
2138,9odoj,5.333333333333333
2139,znhmr,3.0
2140,1qyue,1.3333333333333333
2141,nnfrg,3.6666666666666665
2142,380dn,40.666666666666664
2143,371gg,5.0
2144,h8uek,9.666666666666666
2145,deu5j,1.0
2146,m1d6w,4.333333333333333
2147,tnhsc,3.3333333333333335
2148,eaxkl,0.6666666666666666
2149,py56q,1.6666666666666667
2150,sulh7,5.333333333333333
2151,mknx1,0.6666666666666666
2152,8ji3f,75.33333333333333
2153,llvub,4.0
2154,vdl6a,2.6666666666666665
2155,esjii,0.3333333333333333
2156,zwbn5,74.0
2157,asvbw,0.3333333333333333
2158,uw1o5,0.3333333333333333
2159,lok1i,0.3333333333333333
2160,1lkkt,11.666666666666666
2161,1o96w,6.0
2162,xu7u8,2.0
2163,tbm8n,1.3333333333333333
2164,xn8ak,3.3333333333333335
2165,7os0c,0.6666666666666666
2166,cw5xw,0.6666666666666666
2167,emo8d,5.333333333333333
2168,lg09j,0.6666666666666666
2169,lfkf8,5.0
2170,nwncm,1.3333333333333333
2171,do3nv,8.333333333333334
2172,83dh4,0.6666666666666666
2173,3o1xh,3.3333333333333335
2174,s1ud2,21.333333333333332
2175,5omjo,7.333333333333333
2176,yx8p8,1.0
2177,v8n05,3.3333333333333335
2178,szvqk,0.3333333333333333
2179,6r696,34.333333333333336
2180,bvwtf,0.3333333333333333
2181,8vpsl,2.0
2182,j30m8,29.0
2183,y27mi,3.3333333333333335
2184,amtsm,1.0
2185,qrhbj,2.0
2186,9se51,3.0
2187,auy1s,1.0
2188,chxna,4.666666666666667
2189,gbjap,0.6666666666666666
2190,ourzx,3.0
2191,v97gq,4.333333333333333
2192,p70w1,0.6666666666666666
2193,eqwwc,25.666666666666668
2194,avjw7,10.666666666666666
2195,ul4dr,2.6666666666666665
2196,iatwf,16.333333333333332
2197,emx2n,1.3333333333333333
2198,bc3eo,0.3333333333333333
2199,5bkuj,9.333333333333334
2200,l7a5s,6.666666666666667
2201,4nfl4,10.333333333333334
2202,yybkv,4.666666666666667
2203,tlw3m,1.3333333333333333
2204,lwzjv,2.6666666666666665
2205,3uwg5,0.3333333333333333
2206,q3opg,0.6666666666666666
2207,gtbqr,137.0
2208,vh55v,11.666666666666666
2209,g1q8i,0.3333333333333333
2210,9ts7p,11.333333333333334
2211,i2x23,0.6666666666666666
2212,mjkhv,6.666666666666667
2213,4j96x,6.666666666666667
2214,c9gdr,3.6666666666666665
2215,5puwt,0.3333333333333333
2216,yf5ri,4.333333333333333
2217,pk323,13.666666666666666
2218,8r7kr,0.6666666666666666
2219,vlcn6,6.0
2220,sawvh,1.0
2221,r0rjv,1.6666666666666667
2222,604il,1.3333333333333333
2223,x78bo,13.666666666666666
2224,ex0ib,0.6666666666666666
2225,n0h0j,19.666666666666668
2226,lai5g,0.6666666666666666
2227,grazv,5.666666666666667
2228,39d38,2.3333333333333335
2229,zh0q1,0.3333333333333333
2230,c2jhm,74.33333333333333
2231,flsvs,3.6666666666666665
2232,x4b1v,2.6666666666666665
2233,i0ahy,0.3333333333333333
2234,lmudo,4.0
2235,b8ds6,1.3333333333333333
2236,v3uy8,3.0
2237,zahli,0.3333333333333333
2238,1aii5,0.3333333333333333
2239,i9flr,10.0
2240,5a6kx,4.0
2241,4shlw,0.6666666666666666
2242,v5ym3,11.666666666666666
2243,yywfx,15.666666666666666
2244,vom48,9.666666666666666
2245,0kx84,2.3333333333333335
2246,x7rm8,4.333333333333333
2247,m24kv,22.666666666666668
2248,5riqd,0.6666666666666666
2249,x4x5k,1.0
2250,wdpn2,0.3333333333333333
2251,n5kyr,2.6666666666666665
2252,q4mdw,1.3333333333333333
2253,gs24l,1.3333333333333333
2254,qe3ks,0.3333333333333333
2255,9so9r,2.0
2256,cessk,3.0
2257,1rhg4,2.3333333333333335
2258,gjyql,0.3333333333333333
2259,2m4jm,34.0
2260,j1aql,1.0
2261,btoft,14.333333333333334
2262,xygum,2.0
2263,f9hx3,35.333333333333336
2264,dlm1c,19.0
2265,0irzu,0.3333333333333333
2266,o1sci,12.333333333333334
2267,862j4,0.3333333333333333
2268,l3ft2,2.0
2269,vz7vn,4.666666666666667
2270,8i4hi,0.6666666666666666
2271,63exg,1.3333333333333333
2272,suteq,22.333333333333332
2273,lm0c2,1.3333333333333333
2274,tfzv6,0.6666666666666666
2275,jmny0,3.3333333333333335
2276,0y20x,11.333333333333334
2277,ricq1,13.666666666666666
2278,mljpi,2.6666666666666665
2279,75efb,7.666666666666667
2280,1bt6x,0.6666666666666666
2281,gt5m9,1.6666666666666667
2282,6rjg6,1.6666666666666667
2283,njmhk,3.0
2284,oifwx,112.33333333333333
2285,qnk9f,33.333333333333336
2286,sn9t8,14.666666666666666
2287,p6i80,17.333333333333332
2288,cxcfs,0.3333333333333333
2289,kbbha,34.0
2290,jwikb,3.0
2291,a9y8m,7.666666666666667
2292,z9hps,16.333333333333332
2293,w2ra9,20.333333333333332
2294,krrp2,0.6666666666666666
2295,9b24h,38.0
2296,ci2d7,8.333333333333334
2297,nq8kh,2.0
2298,2sdhn,0.3333333333333333
2299,7wjex,9.333333333333334
2300,3yv23,2.0
2301,h1ko2,125.66666666666667
2302,mywrs,9.666666666666666
2303,6izma,13.333333333333334
2304,0q8ac,56.0
2305,yfvp9,7.333333333333333
2306,d8exy,2.0
2307,xr93h,2.0
2308,rthe1,1.6666666666666667
2309,tsbtt,167.66666666666666
2310,sikqr,3.6666666666666665
2311,fm9y0,3.0
2312,0k4vg,1.3333333333333333
2313,b92ak,4.666666666666667
2314,122l6,50.666666666666664
2315,ums3h,10.333333333333334
2316,dt2k0,117.66666666666667
2317,r7ubc,2.6666666666666665
2318,fu2xl,0.6666666666666666
2319,iyx0t,2.6666666666666665
2320,5zw7j,1.0
2321,8culf,0.3333333333333333
2322,6wkrn,3.3333333333333335
2323,zcpop,0.6666666666666666
2324,d0l5c,1.3333333333333333
2325,pc8sg,30.333333333333332
2326,b4dyb,1.3333333333333333
2327,8qe4w,10.0
2328,i21s6,8.0
2329,6y9rw,7.0
2330,bsg8o,0.3333333333333333
2331,s3viv,1.6666666666666667
2332,bo17h,0.6666666666666666
2333,nbx39,56.333333333333336
2334,z3fga,1.0
2335,edbao,0.6666666666666666
2336,3kv0q,0.3333333333333333
2337,4itgd,8.666666666666666
2338,et67a,2.0
2339,pq6kj,9.0
2340,j6899,2.3333333333333335
2341,g5bhy,1.6666666666666667
2342,xsm97,0.6666666666666666
2343,l09cv,2.0
2344,dakd2,3.3333333333333335
2345,3se5b,3.0
2346,pcj2l,2.0
2347,e6dsv,0.3333333333333333
2348,2kkfd,5.666666666666667
2349,crcrr,2.0
2350,aiap1,80.66666666666667
2351,ryx4p,0.3333333333333333
2352,5elsn,7.0
2353,lopv1,0.3333333333333333
2354,omavp,2.6666666666666665
2355,oprz2,12.0
2356,3nppw,2.0
2357,7t67q,0.6666666666666666
2358,k8suv,0.3333333333333333
2359,3qx1a,33.0
2360,2lodf,6.333333333333333
2361,m9hia,30.333333333333332
2362,ybat3,1.0
2363,chcmg,1.0
2364,xbr9v,3.3333333333333335
2365,hyo7u,2.3333333333333335
2366,9mrtz,0.6666666666666666
2367,43h4c,4.333333333333333
2368,rxvls,0.3333333333333333
2369,7tluh,1.6666666666666667
2370,2ssov,0.6666666666666666
2371,g60xl,15.666666666666666
2372,yysd7,10.333333333333334
2373,xm1sw,33.666666666666664
2374,c4ytj,7.0
2375,x9k4l,4.333333333333333
2376,1n59s,2.6666666666666665
2377,nwvdt,0.3333333333333333
2378,9iykh,0.6666666666666666
2379,q3w58,1.3333333333333333
2380,73utj,50.0
2381,6j9fu,0.3333333333333333
2382,blxuo,0.6666666666666666
2383,mscyk,9.666666666666666
2384,1dga8,2.3333333333333335
2385,ra8y9,1.3333333333333333
2386,i8sbl,0.6666666666666666
2387,f5dlp,0.6666666666666666
2388,hm78h,2.0
2389,ff6vh,11.666666666666666
2390,8fxhs,1.3333333333333333
2391,m6ade,30.666666666666668
2392,n62zv,1.3333333333333333
2393,puv5o,15.0
2394,o8hm3,2.3333333333333335
2395,5tl0g,0.6666666666666666
2396,07p79,1.6666666666666667
2397,no273,103.0
2398,hgzwp,3.3333333333333335
2399,3did5,1.0
2400,d1gi6,7.0
2401,qho91,44.0
2402,5qrdh,6.0
2403,tngtf,28.0
2404,38e1g,6.333333333333333
2405,tkq9y,4.0
2406,5ruwp,4.0
2407,wq8w4,3.3333333333333335
2408,oclu4,6.0
2409,7t77u,1.6666666666666667
2410,gomfs,1.6666666666666667
2411,92rnm,0.3333333333333333
2412,nth97,4.333333333333333
2413,zawz7,0.6666666666666666
2414,xsdv6,5.0
2415,ds7qn,3.3333333333333335
2416,71xv5,2.3333333333333335
2417,a48yk,5.666666666666667
2418,nms91,3.0
2419,5aaba,5.333333333333333
2420,somnq,1.0
2421,vnj9e,0.3333333333333333
2422,cotsr,64.33333333333333
2423,fy9fb,13.666666666666666
2424,11rf1,1.6666666666666667
2425,cchc0,3.6666666666666665
2426,ew4do,18.666666666666668
2427,ltj6z,5.666666666666667
2428,agd0b,1.0
2429,wsoab,7.333333333333333
2430,gawb5,9.333333333333334
2431,qnakj,0.3333333333333333
2432,7b2pd,3.0
2433,qu2qg,0.6666666666666666
2434,wqzw2,0.6666666666666666
2435,t7bph,3.0
2436,v3008,1.0
2437,p597t,1.0
2438,gopzs,4.0
2439,de8aw,3.0
2440,fhecc,1.6666666666666667
2441,6sz5e,0.3333333333333333
2442,v9ygq,0.6666666666666666
2443,i94kl,1.3333333333333333
2444,v9fvf,0.3333333333333333
2445,kqylz,2.6666666666666665
2446,7wgq4,1.0
2447,x5x91,5.666666666666667
2448,4av3g,2.0
2449,e3r43,4.0
2450,4mhgy,0.3333333333333333
2451,qtmwx,58.333333333333336
2452,f9jfi,9.0
2453,diwoh,112.66666666666667
2454,3llat,0.3333333333333333
2455,p2drq,8.666666666666666
2456,y09wz,1.6666666666666667
2457,e5gfo,3.6666666666666665
2458,tfu1t,0.3333333333333333
2459,4lmw5,2.3333333333333335
2460,42upb,0.3333333333333333
2461,8tr3k,7.0
2462,pvksv,55.666666666666664
2463,zhl47,8.333333333333334
2464,xuhv6,2.6666666666666665
2465,8j6ff,3.6666666666666665
2466,ay5c0,8.0
2467,xjofq,0.6666666666666666
2468,fevqx,74.0
2469,ze13f,1.3333333333333333
2470,yfri5,0.3333333333333333
2471,y4nfk,15.333333333333334
2472,67f2r,19.666666666666668
2473,kjop1,3.6666666666666665
2474,s2zth,73.33333333333333
2475,ysr7u,7.0
2476,wly5v,5.666666666666667
2477,xdzpl,0.3333333333333333
2478,huryl,2.6666666666666665
2479,ranus,4.0
2480,gbt83,11.0
2481,ggs5x,3.0
2482,uhkjl,0.3333333333333333
2483,cxrrg,13.0
2484,5p127,3.0
2485,wdk0x,0.3333333333333333
2486,nowyd,2.3333333333333335
2487,7xnn8,2.6666666666666665
2488,wvlqq,7.0
2489,7b41g,8.666666666666666
2490,85x77,5.333333333333333
2491,tsz6w,5.666666666666667
2492,9ggfr,1.0
2493,xn35o,0.3333333333333333
2494,70l5s,23.333333333333332
2495,jwi0o,3.3333333333333335
2496,p71b6,4.333333333333333
2497,r4ouf,16.333333333333332
2498,mxnh8,0.3333333333333333
2499,uqbhi,1.3333333333333333
2500,4ifrn,4.333333333333333
2501,euz5c,11.333333333333334
2502,g0hox,3.3333333333333335
2503,f0vxe,0.6666666666666666
2504,h6r0y,0.6666666666666666
2505,muu0e,0.3333333333333333
2506,shsoq,2.6666666666666665
2507,p7xnl,3.3333333333333335
2508,i1aya,151.33333333333334
2509,kuht5,2.3333333333333335
2510,ijm68,0.3333333333333333
2511,lhtxe,2.3333333333333335
2512,pmztm,5.333333333333333
2513,8gn8j,36.0
2514,ff6g9,9.666666666666666
2515,c8cgg,0.6666666666666666
2516,okboq,0.3333333333333333
2517,428s0,17.666666666666668
2518,nczd0,9.0
2519,fanhk,0.6666666666666666
2520,anhfd,1.0
2521,azpsg,55.333333333333336
2522,wolql,6.666666666666667
2523,6xo5l,1.6666666666666667
2524,ty5xz,1.6666666666666667
2525,bqmsa,9.333333333333334
2526,gns1w,33.333333333333336
2527,k6kln,1.0
2528,5cufa,2.3333333333333335
2529,5jmvx,24.0
2530,nlm9w,2.3333333333333335
2531,85448,53.333333333333336
2532,hp44k,1.0
2533,mrwua,1.3333333333333333
2534,dhy31,0.3333333333333333
2535,uyvnh,7.0
2536,0uldj,1.6666666666666667
2537,hj8j0,29.0
2538,ts8ba,11.0
2539,tye8z,16.0
2540,gs8b7,1.6666666666666667
2541,xpjgn,0.6666666666666666
2542,0enqt,8.666666666666666
2543,4rl3f,1.0
2544,6qfu8,6.0
2545,02wc0,1.0
2546,e98v1,0.6666666666666666
2547,55ieu,16.0
2548,tgemi,6.333333333333333
2549,zi89z,10.0
2550,2zgs6,0.3333333333333333
2551,f1pre,0.3333333333333333
2552,f5le6,1.0
2553,eruq5,1.0
2554,72vfi,9.0
2555,1z4m8,167.33333333333334
2556,gurja,11.0
2557,ds7m9,0.3333333333333333
2558,zvu8f,1.3333333333333333
2559,lapz4,6.333333333333333
2560,dwy5m,2.6666666666666665
2561,xxcm6,2.0
2562,jxhyh,72.66666666666667
2563,mj953,2.6666666666666665
2564,scnrf,0.6666666666666666
2565,g6w6r,5.333333333333333
2566,cb1bq,2.0
2567,rhoxm,1.0
2568,w3n31,6.333333333333333
2569,45fzf,10.333333333333334
2570,y633f,5.666666666666667
2571,tny7q,1.3333333333333333
2572,bfbtg,1.3333333333333333
2573,xu0ij,2.0
2574,tjdd9,12.0
2575,1ci3f,0.3333333333333333
2576,qmd5j,0.6666666666666666
2577,gz3xo,0.3333333333333333
2578,gid9u,19.0
2579,mzy59,19.333333333333332
2580,huv3c,0.6666666666666666
2581,z7ab9,10.333333333333334
2582,b3e8c,3.0
2583,upzr1,9.0
2584,4afzw,6.666666666666667
2585,sgg69,0.3333333333333333
2586,f20p9,5.0
2587,ptntl,1.3333333333333333
2588,joyd5,0.6666666666666666
2589,v1m1z,27.0
2590,43f2d,2.3333333333333335
2591,n9b6x,42.333333333333336
2592,wcpia,20.333333333333332
2593,5hzoe,1.3333333333333333
2594,f1wwm,16.0
2595,d3h0p,0.3333333333333333
2596,52yji,12.0
2597,vmnkg,8.666666666666666
2598,kcp09,1.0
2599,qrx8l,5.0
2600,kpula,0.3333333333333333
2601,4hscp,0.6666666666666666
2602,s0cov,8.0
2603,4920w,2.0
2604,7ls7l,13.333333333333334
2605,bba15,18.666666666666668
2606,27ixe,0.3333333333333333
2607,slb2o,26.333333333333332
2608,ez4nr,4.0
2609,7b9jg,4.333333333333333
2610,ystf8,6.0
2611,fzbk7,0.3333333333333333
2612,s3pay,6.0
2613,8advj,8.0
2614,w33cs,4.0
2615,azymu,10.666666666666666
2616,59jq8,3.3333333333333335
2617,ly9nv,0.6666666666666666
2618,9z96k,3.6666666666666665
2619,6xb9u,0.6666666666666666
2620,o2w5r,2.3333333333333335
2621,luwz4,2.3333333333333335
2622,klw1c,0.3333333333333333
2623,2h2mp,9.0
2624,oaqsn,0.6666666666666666
2625,i1bpi,0.3333333333333333
2626,9mj2m,10.333333333333334
2627,aphft,20.666666666666668
2628,9whed,19.333333333333332
2629,dqzmw,9.666666666666666
2630,fy9os,0.6666666666666666
2631,8iwdh,2.6666666666666665
2632,zks3g,3.3333333333333335
2633,ggotg,3.0
2634,775pk,0.3333333333333333
2635,7sfhp,1.0
2636,zk33u,6.0
2637,bheo4,0.3333333333333333
2638,tc1gr,9.0
2639,hwzr7,1.0
2640,jyq0u,0.6666666666666666
2641,bgqqi,6.0
2642,v6c1z,2.3333333333333335
2643,cle7u,1.3333333333333333
2644,qtc2s,3.6666666666666665
2645,mplj0,7.666666666666667
2646,tfwni,0.6666666666666666
2647,rs49l,2.3333333333333335
2648,yoc96,0.6666666666666666
2649,e23ww,20.333333333333332
2650,flsbr,16.666666666666668
2651,te05x,0.6666666666666666
2652,1r07r,102.0
2653,vvsvv,16.0
2654,7wlyh,2.3333333333333335
2655,xr5uz,29.333333333333332
2656,t8lfb,8.0
2657,8380x,12.333333333333334
2658,bdq0w,0.6666666666666666
2659,ouyt4,2.3333333333333335
2660,t06cb,4.0
2661,ca7p7,0.6666666666666666
2662,etrbb,0.3333333333333333
2663,io44s,28.333333333333332
2664,nul8e,0.3333333333333333
2665,31u4d,0.6666666666666666
2666,zi4sj,1.0
2667,83jzq,4.666666666666667
2668,kn2gh,11.333333333333334
2669,prtw0,3.0
2670,95unh,33.333333333333336
2671,gcqyg,5.0
2672,almdv,0.3333333333333333
2673,ca1cz,86.33333333333333
2674,n3ve4,1.3333333333333333
2675,6wf1y,6.666666666666667
2676,bty9s,6.0
2677,qqwos,34.666666666666664
2678,xpl0j,20.666666666666668
2679,v8r5s,71.66666666666667
2680,aso1j,9.0
2681,i8zhf,22.333333333333332
2682,kaxeb,7.0
2683,9n4zb,3.0
2684,aelf2,5.0
2685,03ou3,3.3333333333333335
2686,ohdjg,0.6666666666666666
2687,pqmxt,4.333333333333333
2688,2p4m5,0.6666666666666666
2689,e8wxi,2.0
2690,5z2ta,2.3333333333333335
2691,dye5e,0.6666666666666666
2692,wnn1p,7.666666666666667
2693,ta0h5,4.666666666666667
2694,iygap,0.6666666666666666
2695,pet9b,17.666666666666668
2696,4dy5b,11.0
2697,8e94h,0.6666666666666666
2698,zusw1,0.3333333333333333
2699,7squq,0.6666666666666666
2700,g53qs,51.666666666666664
2701,5mvvs,42.333333333333336
2702,okfcr,58.333333333333336
2703,bqchr,20.666666666666668
2704,t6yqa,0.6666666666666666
2705,38i61,5.333333333333333
2706,207ft,0.3333333333333333
2707,cq1oo,49.0
2708,4xjfh,12.666666666666666
2709,r0mr2,3.3333333333333335
2710,9te7w,20.333333333333332
2711,ipscb,1.6666666666666667
2712,efghc,1.6666666666666667
2713,22uyk,7.666666666666667
2714,rlwq2,0.6666666666666666
2715,mt9oz,1.3333333333333333
2716,v4eqn,2.0
2717,fdone,16.333333333333332
2718,rpons,1.0
2719,mufso,3.0
2720,o4v37,19.0
2721,g4jl3,20.333333333333332
2722,7gg83,0.3333333333333333
2723,gtae2,1.0
2724,r2m0r,0.3333333333333333
2725,dxkyc,3.0
2726,66xyu,0.3333333333333333
2727,lms74,2.0
2728,33u01,13.0
2729,mflz9,12.0
2730,x9k7e,0.6666666666666666
2731,lai4l,0.6666666666666666
2732,bmmdi,0.6666666666666666
2733,0q87g,2.6666666666666665
2734,kecex,2.0
2735,8ptsu,1.0
2736,r7ug2,2.6666666666666665
2737,xypao,0.6666666666666666
2738,po4n1,1.3333333333333333
2739,hegfr,8.666666666666666
2740,gma3g,1.3333333333333333
2741,mbh7p,1.6666666666666667
2742,a1swj,0.6666666666666666
2743,5di2u,9.333333333333334
2744,xatgy,1.3333333333333333
2745,su38a,1.6666666666666667
2746,h0oqf,7.333333333333333
2747,0w5bn,2.0
2748,hn91h,6.333333333333333
2749,haerd,8.333333333333334
2750,l0wt5,1.0
2751,nd1bb,3.3333333333333335
2752,rum33,0.3333333333333333
2753,8nr35,3.3333333333333335
2754,xxivt,2.3333333333333335
2755,z35xu,5.666666666666667
2756,hka3f,3.6666666666666665
2757,mdepa,3.6666666666666665
2758,9fk7c,0.6666666666666666
2759,tp009,1.0
2760,sn980,3.3333333333333335
2761,cz9ew,0.3333333333333333
2762,jtwzc,1.3333333333333333
2763,brkuv,0.3333333333333333
2764,t5zug,9.0
2765,fvett,5.0
2766,b6850,1.3333333333333333
2767,gediy,2.0
2768,6yan9,0.3333333333333333
2769,dpqy2,12.333333333333334
2770,faldg,6.666666666666667
2771,u0djz,25.0
2772,9injl,14.333333333333334
2773,pyq31,15.333333333333334
2774,2m2bn,8.666666666666666
2775,uikzo,0.6666666666666666
2776,292qu,6.333333333333333
2777,3jwow,1.3333333333333333
2778,bjekb,1.0
